Title,Year,Type,Journal Name,Article URL,Researcher Name,Profile URL,Job Title,Field
Credit ratings of Australian firms,2002,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:97220,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Nonparametric estimation of state price densities: Option pricing applications,2002,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:97219,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Option pricing applications of non-parametric state price density estimation,2001,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:96503,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Semiparametric ARCH models,2001,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:96307,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
The value of dividend imputation tax credits,2001,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:96313,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
The value of dividend imputation tax credits,2000,Conference Papers,,http://espace.library.uq.edu.au/view/UQ:147744,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
The 2011 FTA Corporate Treasury Survey: Australia and New Zealand,2011,Generic Document,,http://espace.library.uq.edu.au/view/UQ:271353,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Put- call parity and the efficiency of the Australian exchange- traded options market,1986,Thesis,,http://espace.library.uq.edu.au/view/UQ:219813,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Consultant report - SFG Consulting - Estimation of the regulated profit margin for electricity retailers in NSW - June 2013,2013,Research Reports,,http://espace.library.uq.edu.au/view/UQ:344751,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Market risk premium,2013,Research Reports,,http://espace.library.uq.edu.au/view/UQ:345475,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Response to submissions on rule change proposals: report for the AEMC,2012,Research Reports,,http://espace.library.uq.edu.au/view/UQ:344746,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Rule change proposals relating to the debt component of the regulated rate of return: report for AEMC,2012,Research Reports,,http://espace.library.uq.edu.au/view/UQ:344745,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Preliminary analysis of rule change proposals: report for AEMC,2012,Research Reports,,http://espace.library.uq.edu.au/view/UQ:344749,Stephen Gray,https://business.uq.edu.au/profile/830/stephen-gray,,Finance,
Finance and accounting in food and beverage: Theory,2019,Book Chapters,,http://espace.library.uq.edu.au/view/UQ:192f892,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Capital budgeting: Planning for long-term asset expenditure: Theory,2019,Book Chapters,,http://espace.library.uq.edu.au/view/UQ:d315840,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Selecting a partner hotel by the chain,2016,Book Chapters,,http://espace.library.uq.edu.au/view/UQ:b9ef60f,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Entry modes: management contract,2016,Book Chapters,,http://espace.library.uq.edu.au/view/UQ:367707,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Using Python in management accounting: Monte Carlo simulation for cost-volume-profit analysis,2025,Journals,Issues in Accounting Education,http://espace.library.uq.edu.au/view/UQ:b08831b,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Kunapipi Gardens: a case study of transfer pricing in a service industry context,2023,Journals,IMA Educational Case Journal,http://espace.library.uq.edu.au/view/UQ:f45767e,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Incorporating data analytics in management accounting: A teaching case on cost estimation,2023,Journals,Issues in Accounting Education,http://espace.library.uq.edu.au/view/UQ:0bf8497,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
A framework for integrating “R” programming into the accounting curriculum,2023,Journals,Advances in accounting education: teaching and curriculum innovations,http://espace.library.uq.edu.au/view/UQ:09c4411,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
"Are shareholders willing to pay for financial, social and environmental disclosure? A choice-based experiment",2023,Journals,European Accounting Review,http://espace.library.uq.edu.au/view/UQ:2883ee6,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Kunapipi Gardens: transfer pricing in the service industry,2022,Journals,Strategic Finance,http://espace.library.uq.edu.au/view/UQ:42943cb,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
"Azure Lodging, Inc.: a case study on capital budgeting with capital rationing in a service industry context",2022,Journals,Issues in Accounting Education,http://espace.library.uq.edu.au/view/UQ:4a4b23d,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
The effect of integrated reporting quality on market liquidity and analyst forecast error,2020,Journals,Accounting Research Journal,http://espace.library.uq.edu.au/view/UQ:811f13b,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Financial consequences of competitive set choice,2020,Journals,International Journal of Hospitality Management,http://espace.library.uq.edu.au/view/UQ:8f6921f,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Lone Star Lodging,2019,Journals,IMA Educational Case Journal,http://espace.library.uq.edu.au/view/UQ:bed6dc4,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
The impact of renovation capital expenditure on hotel property performance,2019,Journals,Cornell Hospitality Quarterly,http://espace.library.uq.edu.au/view/UQ:8547e19,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Competitor monitoring and revenue performance: Evidence from the hospitality industry,2019,Journals,Advances in Management Accounting,http://espace.library.uq.edu.au/view/UQ:39fcaab,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Is a uniform approach to whistle-blowing regulation effective? Evidence from the United States and Germany,2018,Journals,Journal of Business Ethics,http://espace.library.uq.edu.au/view/UQ:a15fb9c,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
The impact of financial incentives and perceptions of seriousness on whistleblowing intention,2018,Journals,Journal of Business Ethics,http://espace.library.uq.edu.au/view/UQ:388666,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
The role of hotel owners across different management and agency structures,2018,Journals,International Journal of Hospitality and Tourism Administration,http://espace.library.uq.edu.au/view/UQ:687273,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Incentives and monitoring: impact on the financial and non-financial orientation of capital budgeting,2018,Journals,Meditari Accountancy Research,http://espace.library.uq.edu.au/view/UQ:687258,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Precursors to the financial and strategic orientation of hotel property capital budgeting,2017,Journals,Journal of Hospitality and Tourism Management,http://espace.library.uq.edu.au/view/UQ:687265,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Hotel property performance: the role of strategic management accounting,2017,Journals,International Journal of Hospitality Management,http://espace.library.uq.edu.au/view/UQ:504221,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Do government administered financial rewards undermine firms’ internal whistle-blowing systems? A Pitch,2017,Journals,Accounting Research Journal,http://espace.library.uq.edu.au/view/UQ:552945,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Discrete choice experiments: A research agenda for experimental accounting,2017,Journals,Meditari Accountancy Research,http://espace.library.uq.edu.au/view/UQ:520946,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
How hotel owner-operator goal congruence and GM autonomy influence hotel performance,2017,Journals,International Journal of Hospitality Management,http://espace.library.uq.edu.au/view/UQ:413442,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Sporting clubs and scandals – Lessons in governance,2015,Journals,Sport Management Review,http://espace.library.uq.edu.au/view/UQ:373673,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
An investigation of Australian and New Zealand hotel ownership,2014,Journals,Journal of Hospitality and Tourism Management,http://espace.library.uq.edu.au/view/UQ:341415,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
An investigation of big five personality and propensity to commit white-collar crime,2014,Journals,Advances in Accounting Behavioral Research,http://espace.library.uq.edu.au/view/UQ:337409,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Capital budgeting implications arising from locus of hotel owner/operator power,2013,Journals,International Journal of Hospitality Management,http://espace.library.uq.edu.au/view/UQ:306014,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Hotel management contracts: a particularly rich research context,2013,Journals,Journal of Hotel & Business Management,http://espace.library.uq.edu.au/view/UQ:313236,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Factors affecting biasing of capital budgeting cash flow forecasts: evidence from the hotel industry,2012,Journals,Accounting and Business Research,http://espace.library.uq.edu.au/view/UQ:286220,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
An investigation of the motivation of hotel owners and operators to engage in earnings management,2011,Journals,Qualitative Research in Accounting and Management,http://espace.library.uq.edu.au/view/UQ:254340,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
"Accounting for the furniture, fittings and equipment reserve in hotels",2010,Journals,Accounting and Finance,http://espace.library.uq.edu.au/view/UQ:219770,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Hotel management contracts and deficiencies in owner-operator capital expenditure goal congruency,2010,Journals,Journal of Hospitality and Tourism Research,http://espace.library.uq.edu.au/view/UQ:219771,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
Genetic influence on daily wheel running activity level,2004,Journals,Physiological Genomics,http://espace.library.uq.edu.au/view/UQ:80b08a3,Michael Turner,https://business.uq.edu.au/profile/887/michael-turner,Senior Lecturer,Accounting,C
"When the US sneezes, does the world catch a cold?",2001,Book Chapter,,http://espace.library.uq.edu.au/view/UQ:67885,Vanitha Ragunathan,https://business.uq.edu.au/profile/89/vanitha-ragunathan,Senior Lecturer,Finance,C
Death by committee? An analysis of corporate board (sub-) committees,2021,Journals,Journal of Financial Economics,http://espace.library.uq.edu.au/view/UQ:5f22901,Vanitha Ragunathan,https://business.uq.edu.au/profile/89/vanitha-ragunathan,Senior Lecturer,Finance,C
Do analysts and their employers value access to management? Evidence from earnings conference call participation,2021,Journals,Journal of Financial and Quantitative Analysis,http://espace.library.uq.edu.au/view/UQ:5eb7a0d,Vanitha Ragunathan,https://business.uq.edu.au/profile/89/vanitha-ragunathan,Senior Lecturer,Finance,C
